ID,Food Name,Category,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugars_g_100g,sodium_mg_100g
88,Glazed Banana,Fruit,87,1.1,24.7,0.8,4.9,17.4,2,0.06,1.23,0.08
89,Whole Mango,Fruit,47,0.8,15.2,0.7,5.8,9.7,2,0.04,0.76,0.07
90,Glazed Salmon,Fish,92,19.2,0.1,12.9,0.1,0.4,70,0.96,0.01,1.29
91,Zesty Oats,Grain,298,11.9,75.8,6.9,10.3,5.0,2,0.59,3.79,0.69
92,Tender Chickpeas,Legume,147,10.5,18.9,1.2,10.9,2.9,7,0.53,0.94,0.12
93,Tender Apple Juice,Beverage,19,0.0,4.2,0.4,0.0,17.9,15,0.0,0.21,0.04
94,Golden Kefir,Dairy,103,21.9,14.3,26.5,0.1,23.4,158,1.09,0.72,2.65
95,Glazed Apple Juice,Beverage,29,1.2,11.4,0.8,0.4,11.0,30,0.06,0.57,0.08
96,Hearty Granola Bar,Snack,524,5.2,42.6,29.7,1.3,18.1,561,0.26,2.13,2.97
97,Glazed Sausage,Meat,288,19.7,0.3,12.1,0.0,0.2,55,0.98,0.01,1.21
98,Golden Shrimp,Fish,195,25.5,0.9,3.9,0.0,0.2,82,1.27,0.04,0.39
99,Glazed Bagel,Bakery,386,7.8,55.7,12.5,7.6,15.2,630,0.39,2.79,1.25
100,Spiced Kidney Beans,Legume,120,7.5,22.3,2.4,6.2,2.6,5,0.38,1.11,0.24
101,Hearty Beet,Vegetable,29,1.4,11.6,0.5,2.4,5.6,32,0.07,0.58,0.05
102,Tender Croissant,Bakery,284,9.2,52.3,12.6,4.4,8.0,512,0.46,2.61,1.26
103,Creamy Coffee,Beverage,38,1.5,19.3,0.8,0.9,15.8,11,0.07,0.97,0.08
104,Fresh Pretzels,Snack,473,6.2,66.5,20.5,1.2,18.9,321,0.31,3.33,2.05
105,Whole Peach,Fruit,69,0.2,20.3,0.7,2.2,17.7,4,0.01,1.02,0.07
106,Creamy BBQ Sauce,Condiment,353,2.7,23.7,37.6,2.1,0.0,336,0.14,1.19,3.76
107,Fresh BBQ Sauce,Condiment,83,4.6,0.7,21.6,2.0,25.0,1117,0.23,0.03,2.16
108,Golden Bread,Bakery,379,11.9,41.2,14.5,3.3,22.3,211,0.59,2.06,1.45
109,Grilled Cottage Cheese,Dairy,80,22.1,16.5,34.0,0.1,13.1,305,1.1,0.82,3.4
110,Organic Pumpkin Seeds,Nut/Seed,555,17.1,12.2,48.8,5.7,3.9,8,0.86,0.61,4.88
111,Toasted BBQ Sauce,Condiment,19,5.0,10.0,27.5,1.2,10.6,1923,0.25,0.5,2.75
112,Grilled Kefir,Dairy,242,22.4,13.7,31.9,0.1,16.9,518,1.12,0.68,3.19
113,Smoked Croissant,Bakery,366,5.0,37.0,9.6,4.3,21.5,586,0.25,1.85,0.96
114,Organic Tuna,Fish,217,29.8,0.8,1.4,0.2,0.4,67,1.49,0.04,0.14
115,Hearty Water,Beverage,45,0.5,7.0,0.3,0.1,9.3,51,0.03,0.35,0.03
116,Zesty Energy Drink,Beverage,12,1.1,12.1,0.7,0.9,15.2,40,0.06,0.6,0.07
117,Toasted Rice,Grain,298,9.3,71.1,5.6,7.3,2.8,2,0.47,3.55,0.56
118,Fresh Soy Sauce,Condiment,70,1.1,21.8,41.1,2.3,19.6,1402,0.06,1.09,4.11
119,Creamy Sardines,Fish,128,19.5,0.3,11.6,0.2,0.3,90,0.97,0.01,1.16
120,Crispy Kefir,Dairy,112,14.6,34.9,1.1,0.2,7.9,402,0.73,1.74,0.11
121,Smoked Kale,Vegetable,23,2.3,11.9,0.3,1.8,1.5,25,0.11,0.59,0.03
122,Spiced Berry Mix,Fruit,61,0.6,13.3,0.7,5.6,16.8,4,0.03,0.67,0.07
123,Zesty Pretzels,Snack,417,8.3,43.6,33.0,1.0,15.9,817,0.42,2.18,3.3
124,Smoked Potato Chips,Snack,428,4.0,42.8,18.8,3.9,8.7,279,0.2,2.14,1.88
125,Glazed Kale,Vegetable,32,1.0,7.9,0.1,1.9,3.3,34,0.05,0.4,0.01
126,Whole Wheat Pasta,Grain,349,12.3,68.9,4.2,8.4,4.1,9,0.61,3.45,0.42
127,Hearty Soybeans,Legume,144,9.7,24.6,1.7,6.1,1.4,3,0.48,1.23,0.17
128,Hearty Lentils,Legume,124,10.0,16.6,1.3,5.3,1.1,12,0.5,0.83,0.13
129,Golden Cod,Fish,190,23.8,0.9,12.2,0.1,0.5,57,1.19,0.04,1.22
130,Roasted Sausage,Meat,315,23.9,0.5,12.3,0.1,0.1,58,1.19,0.03,1.23
131,Toasted Cheese,Dairy,180,7.7,20.4,22.8,0.1,17.3,708,0.39,1.02,2.28
132,Whole Grape,Fruit,44,0.5,8.0,0.6,3.1,8.5,4,0.03,0.4,0.06
133,Organic Energy Drink,Beverage,36,0.6,2.9,1.0,0.2,14.7,31,0.03,0.14,0.1
134,Zesty Cream,Dairy,321,5.5,24.1,32.9,0.1,15.2,602,0.28,1.21,3.29
135,Whole Kiwi,Fruit,68,1.2,9.6,0.5,5.2,9.3,3,0.06,0.48,0.05
136,Fresh Chocolate Bar,Snack,488,7.5,57.0,21.9,3.3,12.3,865,0.38,2.85,2.19
137,Golden Cod,Fish,131,28.9,0.6,8.8,0.1,0.4,92,1.44,0.03,0.88
138,Roasted Beef,Meat,122,16.7,0.7,22.5,0.0,0.1,91,0.83,0.03,2.25
139,Crispy Banana,Fruit,66,0.7,8.4,0.4,3.2,14.5,3,0.03,0.42,0.04
140,Roasted Rice,Grain,303,8.8,48.9,6.4,4.5,2.9,9,0.44,2.44,0.64
141,Organic Rice,Grain,249,11.8,46.9,2.0,4.3,0.6,5,0.59,2.34,0.2
142,Toasted Sausage,Meat,234,19.5,0.0,7.1,0.0,0.1,58,0.97,0.0,0.71
143,Spiced Kale,Vegetable,51,2.6,10.1,0.5,4.5,3.5,24,0.13,0.51,0.05
144,Zesty Apple,Fruit,52,1.5,11.2,0.2,3.5,11.2,1,0.07,0.56,0.02
145,Roasted Oats,Grain,255,7.6,66.8,7.2,3.7,4.4,1,0.38,3.34,0.72
146,Smoked Bulgur,Grain,265,11.2,47.2,7.5,10.9,3.6,9,0.56,2.36,0.75
147,Zesty Lamb,Meat,280,28.0,0.7,4.4,0.1,0.2,87,1.4,0.03,0.44
148,Tender Croissant,Bakery,277,5.9,36.3,9.9,6.0,20.4,368,0.3,1.81,0.99
149,Whole Mustard,Condiment,356,4.2,26.1,39.1,0.3,11.5,2212,0.21,1.31,3.91
150,Hearty Trail Mix,Snack,493,6.0,64.1,24.0,4.5,25.4,505,0.3,3.2,2.4
151,Grilled Skyr,Dairy,76,4.7,31.2,1.5,0.0,25.7,787,0.24,1.56,0.15
152,Zesty Mayonnaise,Condiment,117,0.4,20.3,33.6,2.1,10.7,121,0.02,1.02,3.36
153,Tender Bread,Bakery,274,10.0,47.0,11.2,7.7,19.5,376,0.5,2.35,1.12
154,Hearty Cornmeal,Grain,281,6.9,57.9,5.3,7.8,1.6,3,0.35,2.9,0.53
155,Glazed Potato Chips,Snack,457,4.1,67.6,28.1,2.3,30.4,694,0.2,3.38,2.81
156,Zesty Salad Dressing,Condiment,86,3.1,4.2,29.9,2.4,19.1,1762,0.15,0.21,2.99
157,Crispy Black Beans,Legume,178,9.4,27.5,0.5,9.3,0.6,12,0.47,1.38,0.05
158,Crispy Orange Juice,Beverage,30,0.6,10.2,0.2,0.4,2.8,24,0.03,0.51,0.02
159,Whole Pepper,Vegetable,52,1.2,10.0,0.4,1.9,1.1,9,0.06,0.5,0.04
160,Whole Granola Bar,Snack,468,6.8,62.0,30.0,3.1,28.8,301,0.34,3.1,3.0
161,Whole Sunflower Seeds,Nut/Seed,585,19.3,12.3,61.8,8.1,7.0,6,0.97,0.61,6.18
162,Grilled Donut,Bakery,240,11.5,47.1,16.8,1.3,15.4,709,0.57,2.35,1.68
163,Glazed Pretzels,Snack,384,6.1,66.5,20.4,4.3,27.2,471,0.3,3.33,2.04
164,Tender Cream,Dairy,405,10.4,30.5,14.2,0.1,7.0,118,0.52,1.52,1.42
165,Tender Berry Mix,Fruit,61,1.4,10.5,0.7,5.5,7.4,2,0.07,0.53,0.07
166,Creamy Peas,Legume,167,7.3,23.4,1.4,5.7,1.3,1,0.36,1.17,0.14
167,Grilled Farro,Grain,360,12.8,77.3,6.3,10.6,0.5,2,0.64,3.86,0.63
168,Spiced Pear,Fruit,80,0.3,23.4,0.6,1.8,15.9,3,0.01,1.17,0.06
169,Crispy Navy Beans,Legume,115,8.8,15.7,2.7,7.6,1.2,2,0.44,0.78,0.27
170,Crispy Salad Dressing,Condiment,81,5.0,16.9,0.7,0.5,6.0,506,0.25,0.84,0.07
171,Grilled Salad Dressing,Condiment,397,4.2,20.6,26.2,0.6,4.3,479,0.21,1.03,2.62
172,Creamy Hot Sauce,Condiment,189,0.0,19.6,33.0,1.8,9.9,1069,0.0,0.98,3.3
173,Spiced Tuna,Fish,208,24.8,0.1,12.3,0.0,0.4,114,1.24,0.01,1.23
174,Fresh Broccoli,Vegetable,37,1.3,7.2,0.4,2.8,2.0,35,0.07,0.36,0.04
175,Organic Pumpkin Seeds,Nut/Seed,598,24.4,16.7,61.4,7.9,2.6,4,1.22,0.83,6.14
176,Organic Soybeans,Legume,123,10.9,22.5,2.6,7.3,0.7,3,0.55,1.12,0.26
177,Golden Bread,Bakery,280,8.3,52.7,14.5,1.6,23.2,596,0.42,2.64,1.45
178,Tender Walnuts,Nut/Seed,625,24.5,19.1,40.8,13.9,6.1,8,1.23,0.96,4.08
179,Whole Cheese,Dairy,206,19.0,2.9,31.8,0.2,7.6,728,0.95,0.14,3.18
180,Spiced Lentils,Legume,150,11.6,26.7,2.4,8.0,1.7,2,0.58,1.33,0.24
181,Creamy Orange Juice,Beverage,31,0.2,12.8,1.0,0.3,7.4,32,0.01,0.64,0.1
182,Crispy Peas,Legume,134,7.2,22.4,1.3,9.6,2.4,6,0.36,1.12,0.13
183,Whole Navy Beans,Legume,148,9.4,23.6,2.4,8.0,2.4,11,0.47,1.18,0.24
184,Tender Spinach,Vegetable,54,2.9,6.3,0.6,5.3,5.8,14,0.14,0.32,0.06
185,Roasted Pumpkin Seeds,Nut/Seed,541,20.6,23.3,59.9,9.3,3.6,7,1.03,1.17,5.99
186,Toasted BBQ Sauce,Condiment,32,1.6,21.3,19.6,2.5,22.7,205,0.08,1.06,1.96
187,Zesty Muffin,Bakery,297,10.5,50.9,14.8,7.6,9.8,753,0.53,2.54,1.48
188,Creamy Cashews,Nut/Seed,532,19.3,10.2,58.8,12.4,5.7,8,0.97,0.51,5.88
189,Smoked Cucumber,Vegetable,21,2.4,9.9,0.2,1.9,5.0,11,0.12,0.49,0.02
190,Crispy Peach,Fruit,62,0.6,14.3,0.3,3.7,11.4,5,0.03,0.72,0.03
191,Organic Almonds,Nut/Seed,605,16.0,8.5,59.4,7.3,5.1,10,0.8,0.42,5.94
192,Crispy Kefir,Dairy,121,10.4,2.0,25.0,0.2,15.9,556,0.52,0.1,2.5
193,Grilled Hot Sauce,Condiment,372,4.3,20.6,36.5,0.4,18.3,151,0.21,1.03,3.65
194,Creamy Navy Beans,Legume,132,10.4,21.1,1.2,10.9,2.7,10,0.52,1.06,0.12
195,Spiced Beet,Vegetable,59,1.6,10.5,0.3,5.2,1.2,11,0.08,0.53,0.03
196,Creamy Sausage,Meat,225,28.3,0.1,21.7,0.2,0.1,86,1.42,0.01,2.17
197,Zesty Rice,Grain,297,6.8,62.0,4.4,11.9,1.2,1,0.34,3.1,0.44
198,Crispy Farro,Grain,282,7.3,75.5,5.2,6.0,2.5,4,0.36,3.77,0.52
199,Roasted Baguette,Bakery,417,9.4,69.8,14.6,5.4,3.1,545,0.47,3.49,1.46
200,Roasted Broccoli,Vegetable,36,2.4,4.8,0.3,2.0,3.1,5,0.12,0.24,0.03
201,Glazed Lentils,Legume,130,8.7,21.8,2.4,11.8,2.0,2,0.43,1.09,0.24
202,Hearty Granola Bar,Snack,483,5.0,48.6,17.8,2.1,19.0,332,0.25,2.43,1.78
203,Golden Black Beans,Legume,171,10.5,29.5,0.8,11.8,0.8,8,0.53,1.48,0.08
204,Toasted Bulgur,Grain,315,7.2,61.3,2.6,10.4,3.9,8,0.36,3.06,0.26
205,Toasted Mayonnaise,Condiment,333,1.9,4.1,14.4,1.2,16.5,356,0.1,0.2,1.44
206,Golden Black Beans,Legume,152,10.8,21.5,0.6,5.5,1.7,2,0.54,1.07,0.06
207,Spiced Coffee,Beverage,33,0.6,17.9,0.0,0.6,7.1,31,0.03,0.89,0.0
208,Crispy Soda,Beverage,72,0.4,2.0,0.2,1.0,13.3,43,0.02,0.1,0.02
209,Glazed Rice,Grain,257,8.5,64.4,4.3,10.1,2.4,4,0.42,3.22,0.43
210,Grilled Chocolate Bar,Snack,429,9.2,66.2,30.3,2.2,5.5,418,0.46,3.31,3.03
211,Glazed Kefir,Dairy,197,21.9,11.6,4.3,0.1,26.0,517,1.09,0.58,0.43
212,Whole Mackerel,Fish,190,20.0,0.5,4.3,0.1,0.3,62,1.0,0.03,0.43
213,Tender Pinto Beans,Legume,150,10.4,17.3,0.7,11.4,2.2,12,0.52,0.86,0.07
214,Smoked Pear,Fruit,39,0.7,21.2,0.5,4.7,12.0,1,0.03,1.06,0.05
215,Fresh Soybeans,Legume,162,11.9,19.7,1.5,6.4,1.9,7,0.59,0.98,0.15
216,Zesty Orange,Fruit,60,0.3,14.7,0.4,3.8,11.2,4,0.01,0.73,0.04
217,Whole Couscous,Grain,300,7.0,53.8,2.4,11.5,1.3,3,0.35,2.69,0.24
218,Roasted Hot Sauce,Condiment,339,1.7,20.6,4.7,2.0,21.3,2245,0.08,1.03,0.47
219,Fresh Water,Beverage,48,1.3,9.7,0.4,0.3,11.2,25,0.07,0.48,0.04
220,Toasted Donut,Bakery,270,11.9,63.0,12.8,7.4,24.7,400,0.59,3.15,1.28
221,Whole BBQ Sauce,Condiment,273,2.6,14.8,41.1,2.0,20.7,2090,0.13,0.74,4.11
222,Organic Coffee,Beverage,12,1.2,12.0,0.6,0.9,9.2,17,0.06,0.6,0.06
223,Grilled Ham,Meat,159,24.5,0.4,20.7,0.1,0.4,74,1.23,0.02,2.07
224,Hearty Cornmeal,Grain,356,12.1,72.6,7.8,8.1,4.0,5,0.6,3.63,0.78
225,Zesty Pumpkin Seeds,Nut/Seed,586,25.5,16.8,43.0,10.1,7.9,4,1.27,0.84,4.3
226,Crispy Apple Juice,Beverage,7,0.6,4.8,0.6,0.1,5.7,8,0.03,0.24,0.06
227,Golden Granola Bar,Snack,463,8.9,57.3,28.1,1.2,12.5,689,0.45,2.86,2.81
228,Crispy Salmon,Fish,208,29.5,0.9,13.4,0.1,0.1,102,1.48,0.04,1.34
229,Roasted BBQ Sauce,Condiment,91,1.8,0.2,6.7,0.8,19.8,1773,0.09,0.01,0.67
230,Fresh Beef,Meat,177,22.5,0.9,7.7,0.1,0.1,75,1.12,0.04,0.77
231,Spiced Peas,Legume,116,7.8,24.3,2.4,7.9,2.4,12,0.39,1.22,0.24
232,Crispy Carrot,Vegetable,25,0.9,6.9,0.5,3.0,5.8,22,0.04,0.35,0.05
233,Creamy Bagel,Bakery,278,11.3,37.1,7.5,4.0,18.8,202,0.57,1.85,0.75
234,Grilled Lentils,Legume,176,11.5,21.4,2.3,7.3,1.1,8,0.57,1.07,0.23
235,Zesty Pear,Fruit,33,1.5,16.1,0.4,3.3,8.6,1,0.07,0.81,0.04
236,Whole Soda,Beverage,50,0.3,18.9,0.8,0.4,5.2,21,0.01,0.94,0.08
237,Glazed BBQ Sauce,Condiment,145,4.7,1.6,20.1,0.9,13.5,1391,0.24,0.08,2.01
238,Golden Coffee,Beverage,50,1.2,13.3,0.4,0.4,12.3,14,0.06,0.67,0.04
239,Whole Cod,Fish,160,22.1,0.2,12.0,0.0,0.2,75,1.1,0.01,1.2
240,Roasted Beef,Meat,175,20.0,0.2,20.6,0.1,0.5,74,1.0,0.01,2.06
241,Crispy Chocolate Bar,Snack,541,8.0,57.2,22.5,3.8,19.2,899,0.4,2.86,2.25
242,Crispy Cottage Cheese,Dairy,72,18.3,24.6,29.3,0.1,28.2,179,0.92,1.23,2.93
243,Toasted Cottage Cheese,Dairy,212,6.0,11.3,17.8,0.0,25.0,774,0.3,0.57,1.78
244,Whole Sardines,Fish,206,29.9,0.2,10.4,0.2,0.0,109,1.49,0.01,1.04
245,Zesty Shrimp,Fish,96,20.7,0.3,13.6,0.1,0.4,102,1.03,0.01,1.36
246,Golden Salad Dressing,Condiment,334,4.0,15.8,5.7,0.3,8.9,882,0.2,0.79,0.57
247,Roasted Sunflower Seeds,Nut/Seed,638,13.8,15.8,62.2,11.9,1.4,7,0.69,0.79,6.22
248,Tender Pork,Meat,160,28.1,0.2,18.0,0.2,0.3,99,1.41,0.01,1.8
249,Creamy Pineapple,Fruit,85,0.4,19.1,0.1,4.8,16.5,3,0.02,0.96,0.01
250,Hearty Salad Dressing,Condiment,191,0.1,8.9,21.6,2.8,11.0,1714,0.01,0.45,2.16
251,Tender Apple Juice,Beverage,2,0.2,3.5,0.2,0.5,19.3,44,0.01,0.17,0.02
252,Tender Cornmeal,Grain,286,7.5,72.9,5.1,4.7,2.6,2,0.38,3.65,0.51
253,Tender Croissant,Bakery,258,8.4,57.9,11.6,1.7,15.5,351,0.42,2.9,1.16
254,Roasted Milk,Dairy,371,21.2,32.1,30.1,0.2,25.2,130,1.06,1.6,3.01
255,Tender Sardines,Fish,197,18.8,0.0,1.2,0.2,0.3,99,0.94,0.0,0.12
256,Creamy Berry Mix,Fruit,69,1.0,14.1,0.7,4.3,15.0,3,0.05,0.7,0.07
257,Crispy Peanuts,Nut/Seed,554,23.5,16.2,41.5,12.9,5.4,9,1.18,0.81,4.15
258,Organic Salmon,Fish,154,27.2,0.3,8.4,0.1,0.5,61,1.36,0.01,0.84
259,Hearty Sunflower Seeds,Nut/Seed,552,19.1,17.0,44.8,8.8,2.9,1,0.96,0.85,4.48
260,Toasted Orange,Fruit,52,0.5,16.8,0.2,1.5,15.2,4,0.03,0.84,0.02
261,Smoked Zucchini,Vegetable,51,1.8,3.1,0.3,2.1,4.2,21,0.09,0.15,0.03
262,Glazed Peach,Fruit,37,0.9,7.5,0.4,5.0,7.0,5,0.04,0.38,0.04
263,Spiced Cheese,Dairy,166,9.8,26.5,29.1,0.0,11.4,368,0.49,1.32,2.91
264,Organic Tuna,Fish,136,27.1,0.1,10.6,0.2,0.5,62,1.35,0.01,1.06
